split,class_name,npy_path,wav_path
train,Accipiter gentilis_Northern Goshawk,../../Datasets/BirdClef/features/Accipiter gentilis_Northern Goshawk/XC425918.npy,../../Datasets/BirdClef/audio/Accipiter gentilis_Northern Goshawk/XC425918.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC143459.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC143459.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC482657.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC482657.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC369014.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC369014.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC394618.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC394618.mp3
train,Accipiter nisus_Eurasian Sparrowhawk,../../Datasets/BirdClef/features/Accipiter nisus_Eurasian Sparrowhawk/XC362158.npy,../../Datasets/BirdClef/audio/Accipiter nisus_Eurasian Sparrowhawk/XC362158.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC264000.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC264000.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC134613.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC134613.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC35334.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC35334.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC347289.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC347289.mp3
train,Acrocephalus arundinaceus_Great Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus arundinaceus_Great Reed Warbler/XC180757.npy,../../Datasets/BirdClef/audio/Acrocephalus arundinaceus_Great Reed Warbler/XC180757.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC27123.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC27123.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC292056.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC292056.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC265057.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC265057.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC150552.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC150552.mp3
train,Acrocephalus scirpaceus_Eurasian Reed Warbler,../../Datasets/BirdClef/features/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC341947.npy,../../Datasets/BirdClef/audio/Acrocephalus scirpaceus_Eurasian Reed Warbler/XC341947.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC442156.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC442156.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC489387.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC489387.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC123893.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC123893.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC434829.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC434829.mp3
train,Actitis hypoleucos_Common Sandpiper,../../Datasets/BirdClef/features/Actitis hypoleucos_Common Sandpiper/XC493128.npy,../../Datasets/BirdClef/audio/Actitis hypoleucos_Common Sandpiper/XC493128.mp3
train,Actitis macularius_Spotted Sandpiper,../../Datasets/BirdClef/features/Actitis macularius_Spotted Sandpiper/XC139725.npy,../../Datasets/BirdClef/audio/Actitis macularius_Spotted Sandpiper/XC139725.mp3
train,Actitis macularius_Spotted Sandpiper,../../Datasets/BirdClef/features/Actitis macularius_Spotted Sandpiper/XC257517.npy,../../Datasets/BirdClef/audio/Actitis macularius_Spotted Sandpiper/XC257517.mp3
train,Actitis macularius_Spotted Sandpiper,../../Datasets/BirdClef/features/Actitis macularius_Spotted Sandpiper/XC153624.npy,../../Datasets/BirdClef/audio/Actitis macularius_Spotted Sandpiper/XC153624.mp3
train,Actitis macularius_Spotted Sandpiper,../../Datasets/BirdClef/features/Actitis macularius_Spotted Sandpiper/XC480225.npy,../../Datasets/BirdClef/audio/Actitis macularius_Spotted Sandpiper/XC480225.mp3
train,Actitis macularius_Spotted Sandpiper,../../Datasets/BirdClef/features/Actitis macularius_Spotted Sandpiper/XC287590.npy,../../Datasets/BirdClef/audio/Actitis macularius_Spotted Sandpiper/XC287590.mp3
train,Aegithalos caudatus_Long-tailed Tit,../../Datasets/BirdClef/features/Aegithalos caudatus_Long-tailed Tit/XC338562.npy,../../Datasets/BirdClef/audio/Aegithalos caudatus_Long-tailed Tit/XC338562.mp3
train,Aegithalos caudatus_Long-tailed Tit,../../Datasets/BirdClef/features/Aegithalos caudatus_Long-tailed Tit/XC339778.npy,../../Datasets/BirdClef/audio/Aegithalos caudatus_Long-tailed Tit/XC339778.mp3
train,Aegithalos caudatus_Long-tailed Tit,../../Datasets/BirdClef/features/Aegithalos caudatus_Long-tailed Tit/XC298012.npy,../../Datasets/BirdClef/audio/Aegithalos caudatus_Long-tailed Tit/XC298012.mp3
train,Aegithalos caudatus_Long-tailed Tit,../../Datasets/BirdClef/features/Aegithalos caudatus_Long-tailed Tit/XC215028.npy,../../Datasets/BirdClef/audio/Aegithalos caudatus_Long-tailed Tit/XC215028.mp3
train,Aegithalos caudatus_Long-tailed Tit,../../Datasets/BirdClef/features/Aegithalos caudatus_Long-tailed Tit/XC200547.npy,../../Datasets/BirdClef/audio/Aegithalos caudatus_Long-tailed Tit/XC200547.mp3
train,Agelaius phoeniceus_Red-winged Blackbird,../../Datasets/BirdClef/features/Agelaius phoeniceus_Red-winged Blackbird/XC192705.npy,../../Datasets/BirdClef/audio/Agelaius phoeniceus_Red-winged Blackbird/XC192705.mp3
train,Agelaius phoeniceus_Red-winged Blackbird,../../Datasets/BirdClef/features/Agelaius phoeniceus_Red-winged Blackbird/XC358702.npy,../../Datasets/BirdClef/audio/Agelaius phoeniceus_Red-winged Blackbird/XC358702.mp3
train,Agelaius phoeniceus_Red-winged Blackbird,../../Datasets/BirdClef/features/Agelaius phoeniceus_Red-winged Blackbird/XC160709.npy,../../Datasets/BirdClef/audio/Agelaius phoeniceus_Red-winged Blackbird/XC160709.mp3
train,Agelaius phoeniceus_Red-winged Blackbird,../../Datasets/BirdClef/features/Agelaius phoeniceus_Red-winged Blackbird/XC137659.npy,../../Datasets/BirdClef/audio/Agelaius phoeniceus_Red-winged Blackbird/XC137659.mp3
train,Agelaius phoeniceus_Red-winged Blackbird,../../Datasets/BirdClef/features/Agelaius phoeniceus_Red-winged Blackbird/XC253363.npy,../../Datasets/BirdClef/audio/Agelaius phoeniceus_Red-winged Blackbird/XC253363.mp3
train,Aix galericulata_Mandarin Duck,../../Datasets/BirdClef/features/Aix galericulata_Mandarin Duck/XC116225.npy,../../Datasets/BirdClef/audio/Aix galericulata_Mandarin Duck/XC116225.mp3
train,Aix galericulata_Mandarin Duck,../../Datasets/BirdClef/features/Aix galericulata_Mandarin Duck/XC411026.npy,../../Datasets/BirdClef/audio/Aix galericulata_Mandarin Duck/XC411026.mp3
train,Aix galericulata_Mandarin Duck,../../Datasets/BirdClef/features/Aix galericulata_Mandarin Duck/XC389998.npy,../../Datasets/BirdClef/audio/Aix galericulata_Mandarin Duck/XC389998.mp3
train,Aix galericulata_Mandarin Duck,../../Datasets/BirdClef/features/Aix galericulata_Mandarin Duck/XC357999.npy,../../Datasets/BirdClef/audio/Aix galericulata_Mandarin Duck/XC357999.mp3
train,Aix galericulata_Mandarin Duck,../../Datasets/BirdClef/features/Aix galericulata_Mandarin Duck/XC234180.npy,../../Datasets/BirdClef/audio/Aix galericulata_Mandarin Duck/XC234180.mp3
train,Aix sponsa_Wood Duck,../../Datasets/BirdClef/features/Aix sponsa_Wood Duck/XC170061.npy,../../Datasets/BirdClef/audio/Aix sponsa_Wood Duck/XC170061.mp3
train,Aix sponsa_Wood Duck,../../Datasets/BirdClef/features/Aix sponsa_Wood Duck/XC389582.npy,../../Datasets/BirdClef/audio/Aix sponsa_Wood Duck/XC389582.mp3
train,Aix sponsa_Wood Duck,../../Datasets/BirdClef/features/Aix sponsa_Wood Duck/XC94641.npy,../../Datasets/BirdClef/audio/Aix sponsa_Wood Duck/XC94641.mp3
train,Aix sponsa_Wood Duck,../../Datasets/BirdClef/features/Aix sponsa_Wood Duck/XC379663.npy,../../Datasets/BirdClef/audio/Aix sponsa_Wood Duck/XC379663.mp3
train,Aix sponsa_Wood Duck,../../Datasets/BirdClef/features/Aix sponsa_Wood Duck/XC75643.npy,../../Datasets/BirdClef/audio/Aix sponsa_Wood Duck/XC75643.mp3
train,Akletos goeldii_Goeldi's Antbird,../../Datasets/BirdClef/features/Akletos goeldii_Goeldi's Antbird/XC424950.npy,../../Datasets/BirdClef/audio/Akletos goeldii_Goeldi's Antbird/XC424950.mp3
train,Akletos goeldii_Goeldi's Antbird,../../Datasets/BirdClef/features/Akletos goeldii_Goeldi's Antbird/XC131116.npy,../../Datasets/BirdClef/audio/Akletos goeldii_Goeldi's Antbird/XC131116.mp3
train,Akletos goeldii_Goeldi's Antbird,../../Datasets/BirdClef/features/Akletos goeldii_Goeldi's Antbird/XC14063.npy,../../Datasets/BirdClef/audio/Akletos goeldii_Goeldi's Antbird/XC14063.mp3
train,Akletos goeldii_Goeldi's Antbird,../../Datasets/BirdClef/features/Akletos goeldii_Goeldi's Antbird/XC474893.npy,../../Datasets/BirdClef/audio/Akletos goeldii_Goeldi's Antbird/XC474893.mp3
train,Akletos goeldii_Goeldi's Antbird,../../Datasets/BirdClef/features/Akletos goeldii_Goeldi's Antbird/XC98427.npy,../../Datasets/BirdClef/audio/Akletos goeldii_Goeldi's Antbird/XC98427.mp3
train,Alauda arvensis_Eurasian Skylark,../../Datasets/BirdClef/features/Alauda arvensis_Eurasian Skylark/XC131647.npy,../../Datasets/BirdClef/audio/Alauda arvensis_Eurasian Skylark/XC131647.mp3
train,Alauda arvensis_Eurasian Skylark,../../Datasets/BirdClef/features/Alauda arvensis_Eurasian Skylark/XC138225.npy,../../Datasets/BirdClef/audio/Alauda arvensis_Eurasian Skylark/XC138225.mp3
train,Alauda arvensis_Eurasian Skylark,../../Datasets/BirdClef/features/Alauda arvensis_Eurasian Skylark/XC485691.npy,../../Datasets/BirdClef/audio/Alauda arvensis_Eurasian Skylark/XC485691.mp3
train,Alauda arvensis_Eurasian Skylark,../../Datasets/BirdClef/features/Alauda arvensis_Eurasian Skylark/XC52383.npy,../../Datasets/BirdClef/audio/Alauda arvensis_Eurasian Skylark/XC52383.mp3
train,Alauda arvensis_Eurasian Skylark,../../Datasets/BirdClef/features/Alauda arvensis_Eurasian Skylark/XC467668.npy,../../Datasets/BirdClef/audio/Alauda arvensis_Eurasian Skylark/XC467668.mp3
train,Alcedo atthis_Common Kingfisher,../../Datasets/BirdClef/features/Alcedo atthis_Common Kingfisher/XC195602.npy,../../Datasets/BirdClef/audio/Alcedo atthis_Common Kingfisher/XC195602.mp3
train,Alcedo atthis_Common Kingfisher,../../Datasets/BirdClef/features/Alcedo atthis_Common Kingfisher/XC379987.npy,../../Datasets/BirdClef/audio/Alcedo atthis_Common Kingfisher/XC379987.mp3
train,Alcedo atthis_Common Kingfisher,../../Datasets/BirdClef/features/Alcedo atthis_Common Kingfisher/XC428404.npy,../../Datasets/BirdClef/audio/Alcedo atthis_Common Kingfisher/XC428404.mp3
train,Alcedo atthis_Common Kingfisher,../../Datasets/BirdClef/features/Alcedo atthis_Common Kingfisher/XC185467.npy,../../Datasets/BirdClef/audio/Alcedo atthis_Common Kingfisher/XC185467.mp3
train,Alcedo atthis_Common Kingfisher,../../Datasets/BirdClef/features/Alcedo atthis_Common Kingfisher/XC503772.npy,../../Datasets/BirdClef/audio/Alcedo atthis_Common Kingfisher/XC503772.mp3
train,Alopochen aegyptiaca_Egyptian Goose,../../Datasets/BirdClef/features/Alopochen aegyptiaca_Egyptian Goose/XC474526.npy,../../Datasets/BirdClef/audio/Alopochen aegyptiaca_Egyptian Goose/XC474526.mp3
train,Alopochen aegyptiaca_Egyptian Goose,../../Datasets/BirdClef/features/Alopochen aegyptiaca_Egyptian Goose/XC277066.npy,../../Datasets/BirdClef/audio/Alopochen aegyptiaca_Egyptian Goose/XC277066.mp3
train,Alopochen aegyptiaca_Egyptian Goose,../../Datasets/BirdClef/features/Alopochen aegyptiaca_Egyptian Goose/XC104211.npy,../../Datasets/BirdClef/audio/Alopochen aegyptiaca_Egyptian Goose/XC104211.mp3
train,Alopochen aegyptiaca_Egyptian Goose,../../Datasets/BirdClef/features/Alopochen aegyptiaca_Egyptian Goose/XC277062.npy,../../Datasets/BirdClef/audio/Alopochen aegyptiaca_Egyptian Goose/XC277062.mp3
train,Alopochen aegyptiaca_Egyptian Goose,../../Datasets/BirdClef/features/Alopochen aegyptiaca_Egyptian Goose/XC217210.npy,../../Datasets/BirdClef/audio/Alopochen aegyptiaca_Egyptian Goose/XC217210.mp3
train,Amazona farinosa_Mealy Parrot,../../Datasets/BirdClef/features/Amazona farinosa_Mealy Parrot/XC108682.npy,../../Datasets/BirdClef/audio/Amazona farinosa_Mealy Parrot/XC108682.mp3
train,Amazona farinosa_Mealy Parrot,../../Datasets/BirdClef/features/Amazona farinosa_Mealy Parrot/XC291907.npy,../../Datasets/BirdClef/audio/Amazona farinosa_Mealy Parrot/XC291907.mp3
train,Amazona farinosa_Mealy Parrot,../../Datasets/BirdClef/features/Amazona farinosa_Mealy Parrot/XC119485.npy,../../Datasets/BirdClef/audio/Amazona farinosa_Mealy Parrot/XC119485.mp3
train,Amazona farinosa_Mealy Parrot,../../Datasets/BirdClef/features/Amazona farinosa_Mealy Parrot/XC113214.npy,../../Datasets/BirdClef/audio/Amazona farinosa_Mealy Parrot/XC113214.mp3
train,Amazona farinosa_Mealy Parrot,../../Datasets/BirdClef/features/Amazona farinosa_Mealy Parrot/XC261621.npy,../../Datasets/BirdClef/audio/Amazona farinosa_Mealy Parrot/XC261621.mp3
train,Amazona ochrocephala_Yellow-crowned Parrot,../../Datasets/BirdClef/features/Amazona ochrocephala_Yellow-crowned Parrot/XC127940.npy,../../Datasets/BirdClef/audio/Amazona ochrocephala_Yellow-crowned Parrot/XC127940.mp3
train,Amazona ochrocephala_Yellow-crowned Parrot,../../Datasets/BirdClef/features/Amazona ochrocephala_Yellow-crowned Parrot/XC54665.npy,../../Datasets/BirdClef/audio/Amazona ochrocephala_Yellow-crowned Parrot/XC54665.mp3
train,Amazona ochrocephala_Yellow-crowned Parrot,../../Datasets/BirdClef/features/Amazona ochrocephala_Yellow-crowned Parrot/XC288831.npy,../../Datasets/BirdClef/audio/Amazona ochrocephala_Yellow-crowned Parrot/XC288831.mp3
train,Amazona ochrocephala_Yellow-crowned Parrot,../../Datasets/BirdClef/features/Amazona ochrocephala_Yellow-crowned Parrot/XC465869.npy,../../Datasets/BirdClef/audio/Amazona ochrocephala_Yellow-crowned Parrot/XC465869.mp3
train,Amazona ochrocephala_Yellow-crowned Parrot,../../Datasets/BirdClef/features/Amazona ochrocephala_Yellow-crowned Parrot/XC14834.npy,../../Datasets/BirdClef/audio/Amazona ochrocephala_Yellow-crowned Parrot/XC14834.mp3
train,Ammodramus aurifrons_Yellow-browed Sparrow,../../Datasets/BirdClef/features/Ammodramus aurifrons_Yellow-browed Sparrow/XC144307.npy,../../Datasets/BirdClef/audio/Ammodramus aurifrons_Yellow-browed Sparrow/XC144307.mp3
train,Ammodramus aurifrons_Yellow-browed Sparrow,../../Datasets/BirdClef/features/Ammodramus aurifrons_Yellow-browed Sparrow/XC244819.npy,../../Datasets/BirdClef/audio/Ammodramus aurifrons_Yellow-browed Sparrow/XC244819.mp3
train,Ammodramus aurifrons_Yellow-browed Sparrow,../../Datasets/BirdClef/features/Ammodramus aurifrons_Yellow-browed Sparrow/XC218439.npy,../../Datasets/BirdClef/audio/Ammodramus aurifrons_Yellow-browed Sparrow/XC218439.mp3
train,Ammodramus aurifrons_Yellow-browed Sparrow,../../Datasets/BirdClef/features/Ammodramus aurifrons_Yellow-browed Sparrow/XC441897.npy,../../Datasets/BirdClef/audio/Ammodramus aurifrons_Yellow-browed Sparrow/XC441897.mp3
train,Ammodramus aurifrons_Yellow-browed Sparrow,../../Datasets/BirdClef/features/Ammodramus aurifrons_Yellow-browed Sparrow/XC345196.npy,../../Datasets/BirdClef/audio/Ammodramus aurifrons_Yellow-browed Sparrow/XC345196.mp3
train,Ammodramus humeralis_Grassland Sparrow,../../Datasets/BirdClef/features/Ammodramus humeralis_Grassland Sparrow/XC457249.npy,../../Datasets/BirdClef/audio/Ammodramus humeralis_Grassland Sparrow/XC457249.mp3
train,Ammodramus humeralis_Grassland Sparrow,../../Datasets/BirdClef/features/Ammodramus humeralis_Grassland Sparrow/XC127943.npy,../../Datasets/BirdClef/audio/Ammodramus humeralis_Grassland Sparrow/XC127943.mp3
train,Ammodramus humeralis_Grassland Sparrow,../../Datasets/BirdClef/features/Ammodramus humeralis_Grassland Sparrow/XC272847.npy,../../Datasets/BirdClef/audio/Ammodramus humeralis_Grassland Sparrow/XC272847.mp3
train,Ammodramus humeralis_Grassland Sparrow,../../Datasets/BirdClef/features/Ammodramus humeralis_Grassland Sparrow/XC82744.npy,../../Datasets/BirdClef/audio/Ammodramus humeralis_Grassland Sparrow/XC82744.mp3
train,Ammodramus humeralis_Grassland Sparrow,../../Datasets/BirdClef/features/Ammodramus humeralis_Grassland Sparrow/XC50179.npy,../../Datasets/BirdClef/audio/Ammodramus humeralis_Grassland Sparrow/XC50179.mp3
train,Amphispiza bilineata_Black-throated Sparrow,../../Datasets/BirdClef/features/Amphispiza bilineata_Black-throated Sparrow/XC111303.npy,../../Datasets/BirdClef/audio/Amphispiza bilineata_Black-throated Sparrow/XC111303.mp3
train,Amphispiza bilineata_Black-throated Sparrow,../../Datasets/BirdClef/features/Amphispiza bilineata_Black-throated Sparrow/XC111319.npy,../../Datasets/BirdClef/audio/Amphispiza bilineata_Black-throated Sparrow/XC111319.mp3
train,Amphispiza bilineata_Black-throated Sparrow,../../Datasets/BirdClef/features/Amphispiza bilineata_Black-throated Sparrow/XC111296.npy,../../Datasets/BirdClef/audio/Amphispiza bilineata_Black-throated Sparrow/XC111296.mp3
train,Amphispiza bilineata_Black-throated Sparrow,../../Datasets/BirdClef/features/Amphispiza bilineata_Black-throated Sparrow/XC282761.npy,../../Datasets/BirdClef/audio/Amphispiza bilineata_Black-throated Sparrow/XC282761.mp3
train,Amphispiza bilineata_Black-throated Sparrow,../../Datasets/BirdClef/features/Amphispiza bilineata_Black-throated Sparrow/XC322623.npy,../../Datasets/BirdClef/audio/Amphispiza bilineata_Black-throated Sparrow/XC322623.mp3
train,Anas acuta_Northern Pintail,../../Datasets/BirdClef/features/Anas acuta_Northern Pintail/XC354706.npy,../../Datasets/BirdClef/audio/Anas acuta_Northern Pintail/XC354706.mp3
train,Anas acuta_Northern Pintail,../../Datasets/BirdClef/features/Anas acuta_Northern Pintail/XC280940.npy,../../Datasets/BirdClef/audio/Anas acuta_Northern Pintail/XC280940.mp3
train,Anas acuta_Northern Pintail,../../Datasets/BirdClef/features/Anas acuta_Northern Pintail/XC479156.npy,../../Datasets/BirdClef/audio/Anas acuta_Northern Pintail/XC479156.mp3
train,Anas acuta_Northern Pintail,../../Datasets/BirdClef/features/Anas acuta_Northern Pintail/XC266787.npy,../../Datasets/BirdClef/audio/Anas acuta_Northern Pintail/XC266787.mp3
train,Anas acuta_Northern Pintail,../../Datasets/BirdClef/features/Anas acuta_Northern Pintail/XC70569.npy,../../Datasets/BirdClef/audio/Anas acuta_Northern Pintail/XC70569.mp3
train,Anas crecca_Green-winged Teal,../../Datasets/BirdClef/features/Anas crecca_Green-winged Teal/XC288931.npy,../../Datasets/BirdClef/audio/Anas crecca_Green-winged Teal/XC288931.mp3
train,Anas crecca_Green-winged Teal,../../Datasets/BirdClef/features/Anas crecca_Green-winged Teal/XC403075.npy,../../Datasets/BirdClef/audio/Anas crecca_Green-winged Teal/XC403075.mp3
train,Anas crecca_Green-winged Teal,../../Datasets/BirdClef/features/Anas crecca_Green-winged Teal/XC197026.npy,../../Datasets/BirdClef/audio/Anas crecca_Green-winged Teal/XC197026.mp3
train,Anas crecca_Green-winged Teal,../../Datasets/BirdClef/features/Anas crecca_Green-winged Teal/XC362389.npy,../../Datasets/BirdClef/audio/Anas crecca_Green-winged Teal/XC362389.mp3
train,Anas crecca_Green-winged Teal,../../Datasets/BirdClef/features/Anas crecca_Green-winged Teal/XC365480.npy,../../Datasets/BirdClef/audio/Anas crecca_Green-winged Teal/XC365480.mp3
train,Anas platyrhynchos_Mallard,../../Datasets/BirdClef/features/Anas platyrhynchos_Mallard/XC170678.npy,../../Datasets/BirdClef/audio/Anas platyrhynchos_Mallard/XC170678.mp3
train,Anas platyrhynchos_Mallard,../../Datasets/BirdClef/features/Anas platyrhynchos_Mallard/XC380220.npy,../../Datasets/BirdClef/audio/Anas platyrhynchos_Mallard/XC380220.mp3
train,Anas platyrhynchos_Mallard,../../Datasets/BirdClef/features/Anas platyrhynchos_Mallard/XC62258.npy,../../Datasets/BirdClef/audio/Anas platyrhynchos_Mallard/XC62258.mp3
train,Anas platyrhynchos_Mallard,../../Datasets/BirdClef/features/Anas platyrhynchos_Mallard/XC29280.npy,../../Datasets/BirdClef/audio/Anas platyrhynchos_Mallard/XC29280.mp3
train,Anas platyrhynchos_Mallard,../../Datasets/BirdClef/features/Anas platyrhynchos_Mallard/XC449061.npy,../../Datasets/BirdClef/audio/Anas platyrhynchos_Mallard/XC449061.mp3
train,Anhima cornuta_Horned Screamer,../../Datasets/BirdClef/features/Anhima cornuta_Horned Screamer/XC301350.npy,../../Datasets/BirdClef/audio/Anhima cornuta_Horned Screamer/XC301350.mp3
train,Anhima cornuta_Horned Screamer,../../Datasets/BirdClef/features/Anhima cornuta_Horned Screamer/XC296578.npy,../../Datasets/BirdClef/audio/Anhima cornuta_Horned Screamer/XC296578.mp3
train,Anhima cornuta_Horned Screamer,../../Datasets/BirdClef/features/Anhima cornuta_Horned Screamer/XC218589.npy,../../Datasets/BirdClef/audio/Anhima cornuta_Horned Screamer/XC218589.mp3
train,Anhima cornuta_Horned Screamer,../../Datasets/BirdClef/features/Anhima cornuta_Horned Screamer/XC257265.npy,../../Datasets/BirdClef/audio/Anhima cornuta_Horned Screamer/XC257265.mp3
train,Anhima cornuta_Horned Screamer,../../Datasets/BirdClef/features/Anhima cornuta_Horned Screamer/XC108978.npy,../../Datasets/BirdClef/audio/Anhima cornuta_Horned Screamer/XC108978.mp3
train,Anser albifrons_Greater White-fronted Goose,../../Datasets/BirdClef/features/Anser albifrons_Greater White-fronted Goose/XC160497.npy,../../Datasets/BirdClef/audio/Anser albifrons_Greater White-fronted Goose/XC160497.mp3
train,Anser albifrons_Greater White-fronted Goose,../../Datasets/BirdClef/features/Anser albifrons_Greater White-fronted Goose/XC128870.npy,../../Datasets/BirdClef/audio/Anser albifrons_Greater White-fronted Goose/XC128870.mp3
